claim_id,description,actual_severity,filing_date
CLM01853,"Backed into pole in parking lot on 04/18/2025 at Lynn Shopping Center. 2020 GMC Sierra has dent in headlight. My fault, estimated repair cost $3,500.",Medium,2025-04-18
CLM01854,Minor collision at stoplight on 49 days ago. 2020 Subaru Outback bumped from behind. Damage to passenger side.,Medium,2025-08-17
CLM01855,"My 2019 Hyundai Elantra was struck by drunk driver on September 27, 2025 at Brookline Plaza. Extensive damage to hood, tail light, and frame. Police arrested other driver at scene. Vehicle likely totaled. Injuries sustained.",High,2025-09-27
CLM01856,"Bird damage to paint on hood on 365 days ago. 2020 Toyota Camry. Etching visible, needs touch-up.",Low,2024-10-05
CLM01857,"Devastating hail storm on January 12, 2025 damaged 2019 Nissan Altima and property. Multiple dents across hood, roof, and trunk. Windows cracked. Vehicle requires extensive repairs. Storm damage assessment needed.",High,2025-01-12
CLM01858,"Bird damage to paint on hood on 04/25/2025. 2019 Honda Accord. Etching visible, needs touch-up.",Low,2025-04-25
CLM01859,"Small scratch along fender noticed on November 24, 2024. Unknown cause. 2022 Mercedes-Benz C-Class parked at Somerville Mall.",Low,2024-11-24
CLM01860,"Small dent from hail storm on November 03, 2024. 2022 BMW X5 parked at Brookline Mall. side mirror affected.",Low,2024-11-03
CLM01861,Hit by opening car door on 12/22/2024 at Cambridge Parking Garage. Damage to driver side door of my 2018 Jeep Wrangler. Other party admitted fault.,Medium,2024-12-22
CLM01862,"Vehicle struck by falling branch during storm on September 17, 2025. 2021 Tesla Model 3 has damage to hood and windshield. Tree maintenance company notified.",Medium,2025-09-17
CLM01863,Minor bumper contact in parking garage on 224 days ago. 2019 Nissan Altima. Both parties exchanged information.,Low,2025-02-23
CLM01864,Minor scrape on tail light while parking on 10/01/2025 at Providence Plaza. 2021 Volkswagen Jetta. Paint transfer visible.,Low,2025-10-01
CLM01865,"Minor parking lot incident on October 21, 2024. Small scratch on quarter panel of my 2020 GMC Sierra. No injuries. Other party left contact information.",Low,2024-10-21
CLM01866,Small dent from hail storm on 07/11/2025. 2019 Honda Accord parked at Providence Parking Garage. tail light affected.,Low,2025-07-11
CLM01867,Minor bumper contact in parking garage on 09/19/2025. 2020 Chevrolet Silverado. Both parties exchanged information.,Low,2025-09-19
CLM01868,Shopping cart dent on side mirror at Medford shopping center on 162 days ago. 2018 Ford F-150. Superficial damage only.,Low,2025-04-26
CLM01869,Broken windshield discovered on 38 days ago at Brookline Mall. Likely vandalism while parked. 2020 Toyota Camry.,Low,2025-08-28
CLM01870,"Collision with deer on Highland Ave near Newton on December 26, 2024. 2019 Infiniti Q50 has front-end damage including quarter panel and passenger side. Police report available.",Medium,2024-12-26
CLM01871,Tire damage from pothole on Broadway on 35 days ago. 2021 Tesla Model 3. Tire needs replacement.,Low,2025-08-31
CLM01872,Collision with deer on River Road near Malden on 105 days ago. 2019 Honda Accord has front-end damage including passenger side and tail light. Police report available.,Medium,2025-06-22
CLM01873,Small dent from hail storm on 03/27/2025. 2020 Chevrolet Silverado parked at Hartford Parking Garage. rear bumper affected.,Low,2025-03-27
CLM01874,Small scratch along passenger side noticed on 04/18/2025. Unknown cause. 2018 Jeep Wrangler parked at Cambridge Parking Garage.,Low,2025-04-18
CLM01875,Rear-ended at intersection of Oak Ave and Elm Street in Springfield on 265 days ago. My 2021 Volkswagen Jetta sustained moderate damage to fender. Police report filed.,Medium,2025-01-13
CLM01876,"Broken trunk discovered on August 22, 2025 at Brookline Parking Garage. Likely vandalism while parked. 2021 Mazda CX-5.",Low,2025-08-22
CLM01877,URGENT: 2018 Dodge Ram stolen from Malden Shopping Center on 05/25/2025. Vehicle found abandoned three days later with severe damage. fender and windshield destroyed. Interior vandalized. Police report filed. Recovery investigation ongoing.,High,2025-05-25
CLM01878,Vehicle struck by falling branch during storm on 11/14/2024. 2021 Mazda CX-5 has damage to quarter panel and windshield. Tree maintenance company notified.,Medium,2024-11-14
CLM01879,"Minor scrape on headlight while parking on March 29, 2025 at Providence Shopping Center. 2018 Dodge Ram. Paint transfer visible.",Low,2025-03-29
CLM01880,Small scratch along tail light noticed on 11/21/2024. Unknown cause. 2019 Infiniti Q50 parked at Malden Parking Garage.,Low,2024-11-21
CLM01881,Windshield chip from road debris on 10/18/2024 while driving on Union Street. 2021 Mazda CX-5. Small chip needs repair before it spreads.,Low,2024-10-18
CLM01882,"Small scratch along side mirror noticed on September 25, 2025. Unknown cause. 2021 Mazda CX-5 parked at Springfield Plaza.",Low,2025-09-25
CLM01883,Hit and run while parked on 08/11/2025 at Medford Parking Garage. 2018 Jeep Wrangler has significant damage to tail light. Witnesses provided partial plate number.,Medium,2025-08-11
CLM01884,"Multi-vehicle pileup on 11/12/2024 on highway near Quincy. 2022 BMW X5 sandwiched between two vehicles. Damage to front and rear including hood, rear bumper, windshield. Major traffic incident with police investigation ongoing.",High,2024-11-12
CLM01885,"Small scratch along hood noticed on February 19, 2025. Unknown cause. 2020 Subaru Outback parked at Springfield Parking Garage.",Low,2025-02-19
CLM01886,"Bird damage to paint on hood on October 26, 2024. 2018 Jeep Wrangler. Etching visible, needs touch-up.",Low,2024-10-26
CLM01887,"Minor scrape on fender while parking on July 05, 2025 at Hartford Parking Garage. 2021 Volkswagen Jetta. Paint transfer visible.",Low,2025-07-05
CLM01888,Fender bender on 05/12/2025 at Lake Street in Somerville. 2021 Volkswagen Jetta damage to front bumper. Both drivers remained at scene.,Medium,2025-05-12
CLM01889,Minor parking lot incident on 68 days ago. Small scratch on passenger side of my 2020 Toyota Camry. No injuries. Other party left contact information.,Low,2025-07-29
CLM01890,"Minor scrape on tail light while parking on February 27, 2025 at Newton Plaza. 2021 Volvo XC90. Paint transfer visible.",Low,2025-02-27
CLM01891,"Backed into pole in parking lot on 210 days ago at Quincy Shopping Center. 2018 Jeep Wrangler has dent in passenger side. My fault, estimated repair cost $3,500.",Medium,2025-03-09
CLM01892,"Minor scrape on trunk while parking on July 14, 2025 at Brookline Shopping Center. 2019 Honda Accord. Paint transfer visible.",Low,2025-07-14
CLM01893,Minor scrape on side mirror while parking on 55 days ago at Worcester Plaza. 2021 Volvo XC90. Paint transfer visible.,Low,2025-08-11
CLM01894,"Bird damage to paint on hood on 06/04/2025. 2021 Tesla Model 3. Etching visible, needs touch-up.",Low,2025-06-04
CLM01895,Small scratch along tail light noticed on 10/19/2024. Unknown cause. 2022 BMW X5 parked at Waltham Shopping Center.,Low,2024-10-19
CLM01896,"URGENT: 2020 Subaru Outback stolen from Boston Shopping Center on April 07, 2025. Vehicle found abandoned three days later with severe damage. quarter panel and rear bumper destroyed. Interior vandalized. Police report filed. Recovery investigation ongoing.",High,2025-04-07
CLM01897,Vehicle damaged by shopping cart blown by wind on 06/27/2025. 2020 GMC Sierra has dents on quarter panel. Security footage available.,Medium,2025-06-27
CLM01898,"Bird damage to paint on hood on 34 days ago. 2019 Hyundai Elantra. Etching visible, needs touch-up.",Low,2025-09-01
CLM01899,"Broken fender discovered on January 07, 2025 at Waltham Plaza. Likely vandalism while parked. 2020 Kia Sorento.",Low,2025-01-07
CLM01900,Vehicle damaged by shopping cart blown by wind on 350 days ago. 2022 BMW X5 has dents on quarter panel. Security footage available.,Medium,2024-10-20
CLM01901,"Bird damage to paint on hood on 10/18/2024. 2020 Chevrolet Silverado. Etching visible, needs touch-up.",Low,2024-10-18
CLM01902,"Side-swiped on highway near Providence on April 09, 2025. 2021 Volvo XC90 has damage to front bumper and rear bumper. Other driver cited for unsafe lane change.",Medium,2025-04-09
CLM01903,"Windshield chip from road debris on October 14, 2024 while driving on Main St. 2018 Jeep Wrangler. Small chip needs repair before it spreads.",Low,2024-10-14
CLM01904,Fender bender on 43 days ago at Main St in Springfield. 2020 GMC Sierra damage to driver side door. Both drivers remained at scene.,Medium,2025-08-23
CLM01905,Minor parking lot incident on 162 days ago. Small scratch on front bumper of my 2020 Kia Sorento. No injuries. Other party left contact information.,Low,2025-04-26
CLM01906,Minor parking lot incident on 03/01/2025. Small scratch on passenger side of my 2022 Mercedes-Benz C-Class. No injuries. Other party left contact information.,Low,2025-03-01
CLM01907,Hit and run while parked on 10/25/2024 at Medford Mall. 2020 GMC Sierra has significant damage to fender. Witnesses provided partial plate number.,Medium,2024-10-25
CLM01908,Vehicle damaged by shopping cart blown by wind on 04/25/2025. 2019 Hyundai Elantra has dents on side mirror. Security footage available.,Medium,2025-04-25
CLM01909,"Backed into pole in parking lot on 09/16/2025 at Medford Shopping Center. 2019 Nissan Altima has dent in trunk. My fault, estimated repair cost $3,500.",Medium,2025-09-16
CLM01910,Minor scrape on trunk while parking on 19 days ago at Malden Mall. 2021 Volvo XC90. Paint transfer visible.,Low,2025-09-16
CLM01911,"My 2021 Mazda CX-5 was struck by drunk driver on October 09, 2024 at Worcester Mall. Extensive damage to front bumper, side mirror, and frame. Police arrested other driver at scene. Vehicle likely totaled. Injuries sustained.",High,2024-10-09
CLM01912,"Minor parking lot incident on January 11, 2025. Small scratch on side mirror of my 2020 Kia Sorento. No injuries. Other party left contact information.",Low,2025-01-11
CLM01913,"Backed into pole in parking lot on 10/04/2025 at Quincy Shopping Center. 2019 Infiniti Q50 has dent in quarter panel. My fault, estimated repair cost $3,500.",Medium,2025-10-04
CLM01914,"Tire damage from pothole on Union Street on March 22, 2025. 2019 Nissan Altima. Tire needs replacement.",Low,2025-03-22
CLM01915,"Minor parking lot incident on April 08, 2025. Small scratch on tail light of my 2018 Ford F-150. No injuries. Other party left contact information.",Low,2025-04-08
CLM01916,Hit by opening car door on 42 days ago at Hartford Mall. Damage to trunk of my 2021 Mazda CX-5. Other party admitted fault.,Medium,2025-08-24
CLM01917,"Bird damage to paint on hood on July 28, 2025. 2021 Tesla Model 3. Etching visible, needs touch-up.",Low,2025-07-28
CLM01918,"Minor scrape on trunk while parking on August 20, 2025 at Newton Shopping Center. 2022 Acura MDX. Paint transfer visible.",Low,2025-08-20
CLM01919,"Minor bumper contact in parking garage on September 05, 2025. 2021 Mazda CX-5. Both parties exchanged information.",Low,2025-09-05
CLM01920,Minor scrape on side mirror while parking on 01/17/2025 at Providence Mall. 2022 Acura MDX. Paint transfer visible.,Low,2025-01-17
CLM01921,Windshield chip from road debris on 138 days ago while driving on Maple Drive. 2022 BMW X5. Small chip needs repair before it spreads.,Low,2025-05-20
CLM01922,Tire damage from pothole on School Road on 141 days ago. 2021 Tesla Model 3. Tire needs replacement.,Low,2025-05-17
CLM01923,Small dent from hail storm on 335 days ago. 2019 Nissan Altima parked at Brookline Shopping Center. quarter panel affected.,Low,2024-11-04
CLM01924,Minor parking lot incident on 365 days ago. Small scratch on windshield of my 2021 Mazda CX-5. No injuries. Other party left contact information.,Low,2024-10-05
CLM01925,Rear-ended at intersection of Forest Drive and Elm Street in Somerville on 209 days ago. My 2018 Ford F-150 sustained moderate damage to driver side door. Police report filed.,Medium,2025-03-10
CLM01926,"Rear-ended at intersection of Washington Blvd and Elm Street in Waltham on August 08, 2025. My 2020 Lexus RX sustained moderate damage to quarter panel. Police report filed.",Medium,2025-08-08
CLM01927,"Minor scrape on windshield while parking on September 24, 2025 at Lowell Parking Garage. 2020 Kia Sorento. Paint transfer visible.",Low,2025-09-24
CLM01928,"Hit and run while parked on January 06, 2025 at Cambridge Plaza. 2020 Chevrolet Silverado has significant damage to driver side door. Witnesses provided partial plate number.",Medium,2025-01-06
CLM01929,"Small scratch along tail light noticed on May 06, 2025. Unknown cause. 2021 Volvo XC90 parked at Cambridge Plaza.",Low,2025-05-06
CLM01930,"Broken front bumper discovered on July 01, 2025 at Somerville Shopping Center. Likely vandalism while parked. 2022 Mercedes-Benz C-Class.",Low,2025-07-01
CLM01931,Shopping cart dent on hood at Newton shopping center on 06/22/2025. 2020 Toyota Camry. Superficial damage only.,Low,2025-06-22
CLM01932,"Backed into pole in parking lot on 72 days ago at Worcester Shopping Center. 2022 Acura MDX has dent in passenger side. My fault, estimated repair cost $3,500.",Medium,2025-07-25
CLM01933,Hit by opening car door on 11/07/2024 at Waltham Shopping Center. Damage to windshield of my 2020 Chevrolet Silverado. Other party admitted fault.,Medium,2024-11-07
CLM01934,Minor scrape on trunk while parking on 105 days ago at Hartford Plaza. 2020 Kia Sorento. Paint transfer visible.,Low,2025-06-22
CLM01935,Broken quarter panel discovered on 04/25/2025 at Worcester Parking Garage. Likely vandalism while parked. 2018 Jeep Wrangler.,Low,2025-04-25
CLM01936,"Broken hood discovered on April 30, 2025 at Somerville Plaza. Likely vandalism while parked. 2022 Mercedes-Benz C-Class.",Low,2025-04-30
CLM01937,"Severe accident on highway near Newton on August 08, 2025. 2019 Honda Accord struck by semi-truck. Major damage to entire front bumper side. Vehicle towed from scene. Hospital treatment required. Police report number RPT340198.",High,2025-08-08
CLM01938,URGENT: 2019 Honda Accord stolen from Boston Plaza on 97 days ago. Vehicle found abandoned three days later with severe damage. fender and side mirror destroyed. Interior vandalized. Police report filed. Recovery investigation ongoing.,High,2025-06-30
CLM01939,Minor parking lot incident on 03/13/2025. Small scratch on hood of my 2021 Mazda CX-5. No injuries. Other party left contact information.,Low,2025-03-13
